8.4076,5.4057,8.6933,20.884,39.718,14.48,7.101,11.299,16.766,45.848,15.764,9.5352,15.352,27.806,48.084,8.9638,5.8743,9.981,18.72,45.128,10.396,7.6914,9.4743,13.135,44.64,9.7295,5.3219,9.9733,20.693,36.537,13.246,6.8152,11.901,15.878,44.274,14.789,9.501,16.686,26.945,48.366,9.7257,6.1867,9.0248,20.088,45.672,10.37,5.859,8.941,14.274,46.24,8.7733,6.3238,9.8248,21.901,39.577,14.64,7.3143,10.392,15.615,44.865,14.575,9.6914,14.545,27.189,50.56,8.5029,6.4114,9.1314,21.467,45.379,9.5276,6.2362,8.6971,15.04,47.931,10.152,5.0095,9.0895,24.126,41.531,13.051,7.2952,11.219,15.49,46.019,15.947,9.1581,17.288,26.754,48.362,9.0171,5.9962,9.0781,18.808,43.749,10.19,5.059,8.6324,12.998,48.286,9.1924,5.3867,8.5257,20.876,39.364,14.267,7.5352,10.747,15.699,46.084,15.49,10.724,16.709,28.663,46.309,9.6686,6.2133,9.219,20.648,43.17,9.6648,6.7048,9.0171,13.566,48.13,9.36,5.2838,9.0438,21.314,39.387,14.522,7.2686,10.842,17.147,45.855,17.078,8.8571,14.811,28.24,45.863,9.4819,5.501,10.05,20.884,44.72,9.5581,6.3695,9.5619,12.93,47.246,7.9238,5.5124,9.5276,22.533,40.118,13.524,7.0971,10.263,16.545,45.539,15.543,9.1467,17.76,27.592,52.758,9.2762,6.2324,8.5067,19.55,46.891,9.4781,6.861,9.0705,15.615,48.347,8.9333,5.8781,8.419,22.522,39.47,12.914,6.301,10.45,16.773,44.96,16.952,9.5924,13.455,28.979,49.451,9.0819,5.8971,7.9581,20.396,44.35,8.8305,6.8571,10.316,12.91,49.177
7.2,4.0533,6.6933,13.634,22.834,7.0248,4.0876,6.0914,8.221,19.2,6.7048,4.4876,7.1886,11.394,19.665,6.9257,4.0838,6.6324,11.878,21.227,7.0857,5.1581,6.7848,8.0305,23.307,7.2267,4.3238,6.5105,13.326,23.173,6.8876,4.5638,6.7352,8.2705,20.446,6.8571,4.4724,7.139,11.783,19.204,7.261,4.3352,6.4,12.008,22.126,6.6362,3.901,6.6133,8.08,22.168,7.1733,4.1105,6.9105,13.49,23.65,6.8533,4.1257,6.3238,8.48,19.097,6.5676,4.179,8.2133,10.716,18.987,6.1333,4.2743,6.5371,11.242,21.878,6.8876,4.8038,6.64,8.3581,23.093,7.0514,3.501,6.4762,14.731,23.642,7.5924,3.7676,6.4038,7.7981,19.029,7.68,4.9105,7.7029,11.608,19.33,6.48,3.8324,6.3505,11.691,22.236,6.7276,4.16,6.1752,8.24,22.975,6.1638,4.1105,6.9067,13.444,23.55,7.4743,4.0648,5.9314,8.4495,19.162,6.9448,5.0019,7.5657,11.23,19.253,6.2781,4.6476,6.5867,12.011,22.179,7.3371,4.56,6.2248,7.6305,23.051,6.5905,3.8248,6.6629,13.242,22.37,6.899,4.0533,6.4952,8.1181,19.097,7.5657,3.8476,7.3638,10.236,20.316,6.1752,4.2895,6.6476,11.718,23.013,6.3352,4.2133,6.4419,7.5086,22.69,6.5638,3.8057,7.0514,13.562,23.375,7.4438,4.3771,6.8038,7.779,19.829,7.1886,4.541,8.2286,10.343,21.28,6.099,4.0724,6.7314,11.074,22,7.581,4.7886,6.2971,8.4457,24.335,6.3924,4.6438,6.861,14.168,24.232,6.9562,4.179,6.4152,7.8552,20.278,7.1162,4.5067,6.739,10.575,20.568,7.0514,4.2019,6.0229,11.737,21.775,7.5467,4.3771,6.6895,8.3848,23.238
7.0552,5.1048,8.3962,14.206,20.183,7.0476,4.2971,6.3848,7.9848,19.909,7.581,5.1162,7.0895,9.8629,25.417,6.8381,3.9162,7.1695,11.859,21.49,7.0514,4.5219,7.84,8.6514,21.387,7.1238,4.3771,8.3962,13.109,20.865,7.2076,4.2895,7.6571,8.7314,20.781,6.7314,5.1657,7.9238,11.067,24.545,6.3467,4.3924,7.1086,12.232,21.691,6.9562,4.1714,7.4019,8.9981,21.901,7.0971,4.659,7.5162,13.87,20.533,6.72,4.24,7.1238,8.6552,19.349,7.3143,4.7314,7.5352,10.968,24.301,6.8724,4.1752,8.1067,12.236,22.053,6.4152,4.4114,7.1276,8.6248,21.535,6.4648,3.7486,8.0305,13.787,21.223,6.861,4.2133,7.139,8.9029,19.657,7.4781,4.861,7.2686,11.444,24.065,6.7352,3.901,6.8305,11.752,22.491,7.2457,4.2476,6.941,8.7352,21.288,6.9829,4.5448,7.9238,13.84,20.785,6.7657,4.1448,6.88,8.4762,20.183,6.861,5.2152,7.9771,11.619,23.368,5.9429,5.0438,7.6076,12.785,21.642,7.2038,4.621,7.779,9.6724,22.469,7.581,4.3086,7.8819,13.981,20.838,6.56,4.4267,7.6419,8.621,20.069,7.6724,4.621,7.859,10.667,22.598,6.1638,4.3695,7.8324,12.469,22.046,5.8971,4.0762,7.5467,8.739,22.225,7.2343,4.381,7.7105,14.183,20.24,6.9143,4.7505,7.3295,8.9029,20.099,7.4743,4.2476,7.2152,11.897,24.053,6.659,4.4533,8.0076,12.347,21.684,7.1276,4.0914,7.9505,9.5619,21.756,7.04,4.5562,8.3619,14.13,20.739,6.5981,4.4914,7.0248,8.6705,20.712,6.6781,4.5333,7.8057,10.64,24.019,6.1867,4.1143,7.3257,12.198,21.71,7.2229,4.4914,8.301,8.7429,21.063
7.0933,4.979,8.7124,14.183,22.29,7.2648,4.6133,7.2381,8.0648,24.027,7.3714,4.6248,6.4419,10.648,28.107,6.7543,4.7048,7.7943,11.672,25.718,6.96,4.3543,8.3467,9.6724,25.002,7.52,4.8038,8.2743,13.124,22.259,6.7733,4.6171,7.0971,8.2705,21.992,6.6438,5.0857,7.2152,9.8667,26.377,6.4533,4.2171,7.4476,12.21,26.415,6.8838,4.2324,8.141,9.8971,26.385,7.1048,5.021,8.4076,14.389,21.482,7.1086,5.0286,7.2838,9.1733,21.924,7.2343,4.5943,7.0171,10.564,27.242,7.0552,5.0133,8.3771,12.43,25.943,6.5448,4.7276,8.6705,8.9752,26.034,6.9105,5.0019,8.1067,14.377,22.225,6.7886,4.6438,7.2267,8.3352,23.131,7.3905,4.8,6.6514,10.72,27.535,6.56,4.6324,8.2133,12.415,26.758,7.04,4.88,8.0343,9.2152,24.686,7.341,5.2076,8.4038,13.6,21.638,7.2152,4.4495,7.1733,7.859,23.272,6.6895,4.8038,6.6248,11.143,26.316,6.5752,4.5029,8.2781,12.32,25.49,6.3505,4.8876,8.3314,9.5543,25.817,7.6343,4.2971,7.981,13.924,22.286,6.9829,4.3352,7.3867,8.3048,22.404,7.1162,4.6781,7.4476,10.56,25.684,6.141,4.7505,8.3467,13.181,27.086,6.8038,4.3771,8.1295,9.6876,25.257,7.2114,4.5943,8.4686,13.81,22.45,7.8171,4.3886,7.5467,8.7771,22.145,7.1581,4.2133,6.5638,10.747,27.566,6.2362,5.379,8.2095,12.899,25.57,7.6648,4.6362,8.8838,9.4248,24.663,6.7238,4.899,8.1105,14.682,22.373,6.2476,4.6667,6.8381,8.979,23.105,6.8381,4.5676,6.7733,10.438,27.17,6.7924,4.0038,7.2648,12.587,25.337,7.1962,4.7886,8.1257,9.0324,24.747
7.8819,5.3524,7.2343,13.2,23.821,7.4971,4.6095,6.7581,7.7295,24.137,6.9333,4.3352,5.8362,10.164,27.912,6.5562,5.0476,6.9448,12.126,27.459,6.4152,5.661,7.5505,9.4019,27.973,7.6762,6.0267,7.4248,12.686,24.35,6.739,4.8914,6.5257,9.1848,23.939,6.5105,5.0629,5.4552,9.2457,27.996,6.899,4.9143,7.3714,12.038,28.331,7.0476,4.6933,7.8857,9.5086,27.966,6.6438,5.5352,7.6,13.2,24.263,7.7371,3.8971,7.3333,8.1943,23.981,7.0781,4.4914,5.459,10.43,27.699,6.7924,4.7543,7.8629,11.703,27.101,6.6781,5.5429,8.4571,9.181,27.482,6.4267,5.44,6.8,13.661,24.476,7.219,4.5486,6.3429,7.9848,25.585,6.5676,5.1848,5.8133,9.9086,28.091,6.8762,5.0171,7.1352,11.669,28.819,5.9048,5.4248,7.5543,10.114,27.756,7.2,4.9676,7.1086,13.615,23.204,6.3086,4.6667,6.7848,7.8857,24.663,6.8914,5.0133,6.5181,10.263,27.093,6.941,5.2,7.1352,12.091,27.901,6.8267,5.5162,7.6305,9.0819,27.844,7.4552,5.0667,7.2229,14.491,24.065,6.5524,4.7124,6.7924,7.5962,24.171,7.6533,4.419,5.9124,9.8476,27.566,6.6171,4.7238,8.659,12.686,27.31,6.9257,5.0514,8.24,9.0057,29.425,6.8038,4.9562,7.219,14.004,24.93,6.9752,4.8762,6.5105,8.4038,25.173,7.1162,4.9981,5.9086,10.179,27.771,7.3486,4.8952,7.8895,11.642,28.248,7.0781,4.8419,7.9124,9.4743,26.168,7.0057,5.5543,7.3257,14.225,24.583,6.5181,3.8819,6.3886,8.0305,23.897,6.96,4.1486,6.72,9.2343,27.562,6.56,4.4076,7.6686,11.299,26.724,6.5867,4.88,8.0648,9.4362,27.215
15.695,13.032,15.295,34.64,57.36,18.503,11.676,17.665,23.931,69.128,20.971,14.914,22.072,39.874,72.004,13.539,10.328,16.274,30.594,64.263,13.49,12.305,14.743,21.029,68.674,14.716,11.848,14.945,34.438,59.829,19.512,13.429,17.49,25.257,69.905,22.655,14.396,21.219,38.408,74.556,13.768,10.891,15.269,31.402,64.895,14.67,12.103,16.11,22.792,65.901,13.227,13.246,15.288,34.069,58.895,17.375,12.48,17.867,23.17,66.91,23.581,15.048,20.27,37.467,70.255,13.954,11.242,17.208,30.77,64.126,14.286,11.619,19.836,21.33,69.79,14.781,10.541,15.65,34.678,59.615,18.438,12.484,18.709,23.745,67.154,21.615,15.276,20.667,39.17,72.632,14.61,11.459,14.91,29.977,63.318,12.206,11.459,15.269,22.278,67.909,14.175,12.876,15.79,36.004,59.901,17.006,10.488,16.686,23.524,69.794,23.787,15.032,22.381,39.836,72.11,14.895,10.469,15.223,29.219,62.126,14.438,13.048,17.901,21.025,69.002,14.164,11.581,14.484,34.396,55.779,19.284,12.019,17.482,23.764,67.482,21.352,13.429,23.04,39.985,72.861,12.427,11.215,17.829,32.533,66.613,14.507,11.097,15.444,22.549,68.267,13.577,12.339,15.093,34.964,59.143,19.223,11.714,18.606,25.604,63.52,21.459,15.794,21.707,38.168,71.874,13.189,10.994,15.227,30.373,66.122,14.122,10.434,15.444,22.64,68.964,12.773,13.09,15.695,35.756,59.063,16.747,12.61,18.232,24.491,66.872,21.063,14.75,23.265,38.335,73.371,13.352,9.7752,15.783,29.501,65.695,14.419,11.653,17.928,22.724,66.724
7.2686,5.6076,7.5771,14.663,22.457,6.6248,4.701,6.6286,8.1562,18.556,7.6648,4.659,7.5238,10.827,17.874,7.1352,4.819,6.781,11.57,21.829,6.7695,5.9276,7.2533,8.9219,22.442,7.8476,5.7638,7.261,14.678,22.903,6.6324,4.6057,7.1352,8.0914,17.973,6.9981,5.6076,6.8648,10.842,17.775,6.941,5.1619,6.6552,11.844,21.752,6.7657,5.8438,6.6057,8.8152,22.701,7.3029,5.4248,7.2038,14.091,22.11,6.659,4.6895,6.7771,8.1371,18.339,7.1962,4.381,6.8419,10.389,17.737,6.2438,5.1124,7.0743,11.699,21.558,6.781,6.0495,7.2305,8.9562,22.88,6.3619,5.8895,7.2381,15.33,21.768,6.7238,4.4533,7.1886,7.8362,18.21,7.2724,5.1543,7.5352,10.735,18.309,6.6819,5.1162,6.7429,11.966,20.354,6.9638,5.3105,7.2076,9.2495,22.811,7.4438,6.1181,7.6229,14.587,22.004,6.3771,4.9143,6.3962,8.2857,19.07,7.2495,4.9524,7.4857,10.648,18.629,6.1181,4.781,6.7657,10.834,21.067,6.1638,6.4,7.28,8.0267,22.27,6.8724,5.9581,7.3143,13.912,22.51,6.4533,4.3314,7.0133,7.1314,18.819,6.5105,5.1581,7.3867,10.533,18.4,6.5448,5.0095,7.5619,11.699,21.467,6.9867,5.6838,8,9.36,21.874,7.0514,5.3105,6.9143,14.865,22.968,6.5219,4.5486,7.2038,8.4648,18.286,6.4457,5.1086,6.7162,9.8971,17.851,6.6095,4.8724,6.9029,11.455,21.177,7.1619,5.8819,7.5848,9.1238,23.284,7.3867,6.1371,7.3219,14.682,21.573,6.6171,4.3733,6.6095,7.6648,18.682,6.0724,5.4667,7.1086,11.638,16.968,6.6133,4.6057,6.819,12.503,21.779,6.819,5.5695,7.9086,9.1848,21.821
13.691,12.796,18.651,36.24,46.659,17.661,12.85,19.303,24.842,49.44,22.297,14.83,23.733,39.832,56.343,12.781,11.413,17.143,31.787,46.621,13.326,13.025,20.107,21.577,47.036,16.065,13.467,20.259,38.21,45.39,18.876,13.398,19.185,26.648,45.912,21.105,15.79,24.693,38,56.827,12.594,12.522,18.541,30.309,45.817,14.51,12.488,16.594,23.916,46.971,15.752,12.152,18.59,38.484,46.667,17.901,13.406,20.301,26.495,49.398,22.282,13.707,24.918,38.259,57.516,13.261,12.103,18.472,29.962,43.733,14.145,12.484,18.221,21.855,48.476,13.989,13.242,20.229,40.507,48.739,17.44,13.741,20.434,24.19,48.328,22.316,16.198,25.638,37.71,52.884,13.848,11.116,20.057,28.739,45.585,14.457,13.387,17.135,23.6,49.733,14.949,11.992,20.754,39.333,43.935,18.107,14.095,18.838,26.229,51.962,21.135,14.728,24.32,40.274,54.838,14.05,11.242,17.695,30.149,43.547,14.019,13.036,17.939,21.65,48.823,14.408,11.779,20.465,36.004,44.415,16.587,12.937,19.006,22.606,45.939,21.341,15.558,24.907,41.901,56.095,14.667,10.221,17.436,29.39,47.672,13.55,12.362,19.497,22.796,46.815,14.312,11.79,19.775,38.571,45.398,17.775,13.219,20.488,24.061,50.088,20.968,15.032,25.025,38.804,53.985,13.257,10.133,18.739,29.185,44.213,13.589,12.651,18.857,22.739,49.139,15.6,12.518,19.973,37.531,44.888,17.634,13.139,18.347,24.747,49.059,20.827,16.152,23.208,40.069,55.238,13.87,10.853,16.343,29.832,43.71,13.756,11.931,19.543,22.305,48.072
14.145,12.945,19.032,38.286,41.577,17.234,13.166,19.474,25.41,48.05,22.206,16.823,26.221,40.834,50.11,12.632,10.983,20.145,31.554,43.154,14.564,13.608,19.337,23.928,45.589,14.461,11.547,23.07,41.055,41.067,18.8,13.211,19.76,25.341,45.855,20.83,16.983,25.737,40.019,51.31,14.004,11.554,21.246,30.366,43.299,14.13,14.648,21.851,23.6,46.13,14.282,13.829,22.008,39.733,41.413,17.341,12.446,20.617,27.714,45.695,21.771,13.451,25.166,38.903,53.577,12.232,11.516,20.206,31.375,42.411,12.956,13.356,20.023,22.922,46.461,14.747,13.36,21.341,39.985,40.415,15.745,13.859,21.417,24.998,47.025,22.427,15.779,27.634,39.227,49.074,14.472,12.354,21.832,31.261,45.215,14.64,11.825,18.838,24.145,46.941,13.543,13.65,20.724,39.352,43.078,16.51,12.933,20.507,24.728,47.798,20.522,15.227,26.594,40.183,51.086,13.752,11.345,20.716,32.533,41.493,13.95,14.141,22.004,24.743,47.627,14.328,12.156,22.77,38.507,41.97,18.278,11.752,20.446,24.53,47.253,19.349,15.345,26.994,39.771,48.846,14.225,10.823,18.789,31.482,42.709,13.886,13.162,20.229,22.8,45.703,13.95,11.295,22.545,39.829,42.77,17.653,12.8,21.718,26.446,47.531,20.32,15.31,26.903,36.606,49.596,12.937,10.438,20.556,30.971,43.771,14.324,12.168,19.912,25.733,46.404,15.173,14.027,22.16,39.535,39.897,16.983,11.901,22.069,25.733,47.185,20.785,15.989,24.629,42.126,49.063,12.43,10.526,19.84,32.011,42.03,14.949,12.05,20.088,24.507,46.933
15.661,12.846,21.653,38.404,39.467,17.185,13.627,22.309,25.718,45.322,21.68,16.495,26.225,41.451,52.232,13.638,11.12,20.876,30.56,41.531,12.804,13.166,23.135,23.318,43.448,14.8,13.215,23.703,39.813,39.413,18.164,12.937,22.107,25.619,43.531,21.383,15.238,26.499,38.865,50.13,13.33,11.509,21.387,30.259,43.783,14.8,14.004,22.37,23.013,45.6,14.248,11.737,21.653,39.878,40.518,17.086,13.272,21.444,26.602,46.956,20.126,15.646,26.648,38.88,49.71,14.164,10.434,21.253,30.739,37.76,14.442,12.785,21.779,23.535,43.867,14.023,12.427,23.81,39.215,39.097,14.495,13.425,20.377,26.533,46.629,19.444,15.49,26.636,39.429,51.143,13.486,12.095,22.91,30.678,45.234,13.577,15.31,21.752,24.67,44.453,13.07,14.126,22.621,40.408,39.615,17.067,12.659,21.707,27.901,44.91,21.204,13.691,26.457,39.04,48.05,15.23,12.72,21.074,32.823,39.611,12.583,12.998,24.069,25.234,42.834,12.926,12.99,22.667,38.88,40.061,17.749,12.411,21.985,25.65,46.579,20.651,15.787,25.352,39.131,47.63,14.762,11.783,21.002,31.451,41.09,13.699,12.21,21.474,24.705,43.962,13.604,12.747,23.554,40.762,38.678,16.56,13.817,19.886,25.596,44.998,19.166,17.269,26.613,37.432,50.594,13.509,11.844,21.817,31.421,40.187,13.688,13.375,23.139,23.79,44.579,14.065,12.564,24.4,39.257,38.229,16.655,12.549,22.179,25.535,44.918,20.274,16.469,26.491,42.922,47.821,12.53,11.512,22.549,32.907,41.81,13.166,13.448,21.92,24.85,45.078
