0.007619,0.026667,0,0.0007619,0.03581,0,0.007619,0.013714,0.0091429,0.0091429,0.0007619,0,0.032762,0.022095,0.021333,0,0.0045714,0.0022857,0.0038095,0.015238,0,0.0030476,0.0015238,0.0068571,0.031238
0.0030476,0.013714,0.0015238,0.016762,0.021333,0,0.0038095,0.0015238,0.0091429,0.030476,0,0,0.015238,0.032,0.014476,0,0.0030476,0.015238,0.0038095,0.013714,0,0,0.007619,0.013714,0.031238
0.0030476,0.013714,0.0045714,0.016762,0.0099048,0,0.0038095,0.0060952,0,0.010667,0.0022857,0.0007619,0.011429,0.034286,0.018286,0,0.013714,0.0022857,0.008381,0.018286,0,0.0038095,0.0091429,0.0030476,0.023619
0,0.0091429,0.0099048,0.017524,0.016762,0.0007619,0.0091429,0.011429,0.0038095,0.010667,0,0.0038095,0.016762,0.024381,0.016762,0,0.0038095,0.0060952,0.0053333,0.022095,0,0.01219,0.0053333,0.008381,0.029714
0.0068571,0.0060952,0.011429,0.013714,0.019048,0.0022857,0.0015238,0.008381,0.0038095,0.014476,0.0060952,0.0007619,0.0053333,0.011429,0.021333,0,0.0030476,0.0053333,0.0053333,0.020571,0.0007619,0.010667,0.0030476,0.014476,0.016762
0.030476,0.0038095,0.015238,0.039619,0.028952,0,0.018286,0.014476,0.0053333,0.032,0.0045714,0.018286,0.037333,0.01981,0.064762,0,0.0060952,0.029714,0,0.05181,0,0.023619,0.013714,0.013714,0.054857
0.0015238,0.022857,0.0099048,0.016762,0.0068571,0,0.0045714,0.0045714,0.0060952,0.012952,0.0068571,0.0053333,0.008381,0.012952,0.022095,0,0.0038095,0.0015238,0.0007619,0.020571,0,0,0.008381,0.0007619,0.014476
0.0045714,0.020571,0.012952,0.01981,0.048762,0.0015238,0.0038095,0.024381,0.0099048,0.028952,0.0060952,0.0030476,0.063238,0.025905,0.048762,0,0.0053333,0.007619,0.010667,0.037333,0.008381,0.01981,0.022857,0.0053333,0.049524
0.0099048,0.0091429,0.033524,0.013714,0.024381,0.0060952,0.0022857,0.0060952,0.017524,0.046476,0.0060952,0.0091429,0.048,0.034286,0.049524,0.0022857,0.0007619,0.0053333,0.015238,0.03581,0.0068571,0.050286,0.017524,0.013714,0.019048
0.0053333,0.016,0.022095,0.038857,0.06019,0.0022857,0.0038095,0.025143,0.021333,0.018286,0.018286,0.015238,0.063238,0.046476,0.067048,0,0.02819,0.041905,0.054095,0.034286,0.0030476,0.01981,0.029714,0.0045714,0.025143
