0.62998,0.44094,0.58475,1.2871,1.6036,0.65724,0.24151,0.51385,0.45593,0.72157,0.53949,0.53034,1.01,0.69324,1.3507,0.46221,0.18571,0.35293,1.0605,0.98027,0.36357,0.87611,0.29808,0.76189,1.4095
0.40409,0.27539,0.18605,0.51285,0.31947,0.30726,0.25505,0.27571,0.24413,0.53273,0.38676,0.30447,0.39049,0.3665,0.22035,0.41893,0.27085,0.10841,0.28685,0.37187,0.25258,0.44768,0.24248,0.24768,0.3914
0.24468,0.44089,0.32891,0.35842,0.3468,0.18237,0.055593,0.41294,0.31415,0.48798,0.33758,0.18823,0.35021,0.61294,0.66708,0.35529,0.42021,0.4469,0.36256,0.36011,0.29838,0.16681,0.3523,0.39096,0.43017
0.21277,0.12841,0.19884,0.49657,0.346,0.20965,0.19177,0.063882,0.44864,0.80419,0.33072,0.17493,0.28288,0.41225,0.68682,0.21122,0.25996,0.34931,0.27995,0.46249,0.2637,0.27261,0.21735,0.32862,0.63939
0.56449,0.34091,0.27365,0.35304,0.4652,0.51662,0.33353,0.33395,0.51694,0.61828,0.21965,0.33833,0.38753,0.41437,0.35693,0.13722,0.14792,0.31682,0.19793,0.61012,0.39296,0.34547,0.34332,0.36183,0.18024
0.80986,1.0061,0.29845,0.6557,0.94925,0.89127,0.98342,0.65083,0.71258,1.2922,1.0922,0.29302,0.80377,0.91458,1.3788,0.51464,0.43377,0.84975,0.74179,0.95294,0.89859,0.56246,1.8697,0.71709,1.3231
0.48712,0.23691,0.18066,0.39415,0.39545,0.11839,0.1497,0.30106,0.14744,0.3719,0.217,0.42016,0.32461,0.16519,0.34778,0.39132,0.16313,0.14207,0.39717,0.54749,0.27283,0.35316,0.25599,0.40974,0.23008
0.93556,0.58083,0.89821,1.407,1.5893,0.49344,0.41346,0.63684,0.98213,1.955,0.57748,0.87442,0.63225,1.0352,1.6525,0.57104,0.54195,0.98455,0.97184,1.2112,0.42515,0.35012,1.2012,1.0202,1.0657
0.40056,0.81627,1.3483,0.8987,0.87953,1.0146,0.45741,0.6855,1.0667,0.96802,0.7513,1.2792,0.83333,0.69172,1.4993,0.8473,0.44985,0.64028,0.69229,1.2305,0.60411,0.95555,1.2954,0.60207,0.69586
0.85735,0.79706,0.94163,0.68383,0.47879,1.2225,0.3459,0.67665,0.81956,1.2365,0.84448,0.91374,0.15342,0.98054,1.4053,0.69011,0.78668,0.72574,0.92048,2.7084,0.87285,0.92633,0.88165,0.85054,0.94225
0.26683,0.48922,0.50629,0.82589,0.74451,0.92617,0.21542,0.56251,1.1257,1.2964,1.2021,0.41534,0.3313,0.42723,0.5582,0.55666,0.51573,0.41533,1.0052,0.6961,0.53177,0.6671,0.31261,0.92336,0.40864
0.4224,0.54857,0.62831,0.64527,0.55635,0.56157,0.45751,1.2651,0.63428,0.64465,0.34371,0.66465,0.60403,0.79271,0.98497,0.54303,0.68886,0.53815,1.0205,0.6555,0.54432,0.49449,0.29167,1.1527,0.54343
0.47945,0.37127,0.54903,0.6288,0.32881,0.43074,0.4456,0.61952,0.33427,0.54754,1.0157,0.48462,0.46272,0.57821,1.3994,0.74547,0.68052,0.60486,0.73091,1.5466,1.0648,0.60881,0.64972,1.107,0.89463
0.1985,0.2452,0.41997,0.33939,0.41264,0.37979,0.26895,0.12425,0.22933,0.41081,0.35425,0.33909,0.28912,0.41422,0.62346,0.18179,0.29999,0.27043,0.32261,0.51818,0.14271,0.4927,0.41857,0.10007,0.4249
0.49797,0.48152,0.47344,0.83551,0.87002,0.48699,0.60184,0.21359,0.83208,0.98517,0.63852,0.55779,0.81244,0.52694,0.9031,0.29581,0.332,0.73271,0.51896,0.91568,0.41227,0.70066,1.1125,0.46985,0.68533
0.41212,0.58809,0.45374,1.127,0.79329,0.61667,0.335,0.9179,0.94438,0.47043,0.37902,0.55705,0.65723,1.0305,0.63193,0.35107,0.64822,0.76878,0.42524,0.56783,0.35717,0.66666,0.61803,0.41285,0.44183
