9.2648,5.9162,9.0705,22.309,40.389,15.036,7.1733,12.876,16.057,47.779,15.429,10.411,16.476,26.876,48.51,9.4705,5.4476,8.1448,20.358,46.099,9.9429,6.381,9.2686,14.217,46.301,9.5771,6.6362,9.2114,22.027,40.423,12.705,6.8419,9.939,16.046,47.874,16.282,8.9981,16.179,29.931,48.465,8.8,6.6933,9.7752,19.615,44.038,8.3619,6.0876,8.5219,14.682,46.51
7.1848,3.8552,6.301,13.912,22.869,7.2724,4.2514,7.1695,8.1829,19.855,6.1257,4.499,7.2952,10.75,19.41,6.8152,3.7257,6.1562,11.09,21.89,7.1086,3.9314,6.7352,8.56,24.263,7.4667,4.381,6.5029,13.032,24.389,6.9067,4.0838,6.8038,7.9581,19.425,7.1238,3.8552,7.4133,11.208,18.88,6.7771,4.141,6.7543,11.101,21.73,6.8343,4.7276,6.7619,8.7314,23.543
7.2762,4.3695,7.7752,13.821,20.51,7.261,4.7505,7.581,8.221,19.611,7.0324,5.4057,6.8914,10.4,23.173,6.8495,4.0152,7.1581,12.48,22.232,6.7924,4.2286,8.1371,9.1733,20.861,6.7848,4.6552,9.0933,13.634,20.72,6.6057,4.0267,7.3219,9.1429,19.063,6.6819,4.4648,7.1238,11.798,23.832,6.7162,4.5752,7.9924,11.874,20.895,7.261,4.8648,7.2305,9.3714,20.903
7.6305,5.1467,8.4,14.293,22.533,6.9029,4.9829,7.219,8.5905,22.16,6.9143,5.6076,6.9219,10.293,26.442,6.061,4.0838,7.8171,11.265,26.4,7.1048,4.899,8.8686,10.061,25.535,7.28,5.4705,8.3657,14.107,21.695,6.3238,4.9524,6.6667,8.3733,22.453,6.96,4.6248,7.1124,11.23,26.945,6.3352,4.1524,8.0914,11.874,24.636,7.3676,5.3867,8.3314,9.5048,25.074
6.899,5.6343,7.5505,13.284,23.878,7.3486,4.739,6.4457,8.3467,23.509,6.8381,5.3829,6.0724,10.453,27.783,6.0457,4.5181,7.7333,11.284,28.312,6.8762,5.3752,7.8095,9.8514,27.493,7.2686,5.341,7.4667,13.6,23.455,7.0743,4.5257,6.6362,8.2019,23.493,7.3181,4.8419,6.0419,9.939,27.2,6.4838,4.4533,7.2762,11.448,29.063,7.1505,5.2838,9.0743,9.0514,27.333
15.314,12.141,15.802,37.554,59.943,18.19,13.15,17.47,22.446,64.339,21.638,15.688,20.69,37.825,73.596,13.211,9.8743,15.916,29.124,63.943,14.217,11.261,17.33,22.263,65.067,13.162,12.785,17.074,34.396,61.036,17.318,12.964,17.684,25.09,68.766,23.029,15.905,20.37,38.301,72.202,13.611,11.12,16.594,29.147,64.133,14.072,12.011,16.945,23.383,70.663
7.5657,6.301,7.7524,15.558,22.838,6.099,4.8762,6.6171,8.419,17.977,6.9486,5.5619,7.5276,10.37,18.629,6.2286,4.4038,6.8914,10.72,21.726,6.9029,5.9352,7.501,8.899,22.442,7.4476,5.9048,6.9448,14.766,22.846,6.0305,4.6286,6.3086,7.7067,19.238,7.0286,4.9181,7.1238,9.9314,18.724,7.0629,4.9295,6.9143,11.082,21.52,7.3448,5.6952,7.6381,8.8571,23.021
14.248,13.882,20,40.93,44.583,16.103,12.507,19.897,25.181,47.95,22.907,17.349,25.493,41.093,57.627,12.632,9.981,16.168,29.105,47.006,14.427,13.048,18.137,21.653,49.211,14.11,12.248,21.158,36.937,45.383,17.398,12.693,18.537,25.829,49.566,21.337,16.168,23.284,38.236,56.411,13.733,11.638,18.126,30.67,47.116,13.676,12.396,18.941,22.697,48.069
15.109,11.627,19.006,38.964,40.488,16.324,12.476,20.823,25.196,47.223,22.834,15.425,25.672,38.453,50.968,13.032,11.143,19.017,30.937,46.244,13.013,13.39,20.164,21.817,47.272,13.57,13.356,19.623,39.714,42.495,17.246,13.973,19.63,26.518,45.989,21.002,14.891,25.444,40.667,52.324,13.223,11.859,19.097,30.309,45.078,13.89,12.762,21.135,24.366,47.71
14.446,12.766,21.928,39.676,37.916,17.345,13.002,22.975,24.461,44.419,19.669,17.935,27.859,39.653,50.183,13.082,11.813,22.244,32.564,41.181,12.922,12.556,21.082,25.261,45.166,14.347,13.23,22.648,39.444,40.766,17.345,13.916,21.634,24.983,43.261,21.798,15.082,27.234,38.819,51.364,13.661,12.213,20.69,30.453,38.27,13.52,13.65,22.255,24.861,44.914
10.568,9.4171,16.537,27.695,28.065,10.77,9.1124,14.457,17.162,27.592,13.741,11.276,17.931,26.366,33.352,10.019,8.4419,15.196,19.722,29.135,11.253,9.1695,15.352,15.97,28.312,9.901,9.1657,16.118,27.478,27.722,11.31,8.2248,14.564,15.985,29.985,12.983,10.408,16.095,25.558,31.878,9.1924,9.3905,13.92,21.691,26.556,10.038,8.9905,15.882,16.438,30.45
11.39,10.114,15.829,26.484,24.872,10.541,9.4514,14.819,17.924,27.093,14.785,10.979,17.25,23.646,31.417,11.082,9.2495,15.783,22.983,29.657,12.156,10.724,17.954,17.768,31.562,10.43,10.065,15.067,27.31,26.682,11.032,9.6762,14.564,18.236,28.606,13.128,10.884,18.206,24.198,33.535,9.9429,9.4286,16.286,22.907,29.242,11.752,10.857,17.939,16.876,32.091
11.105,11.021,16.952,26.842,28.05,11.886,8.6781,13.79,17.143,30.884,14.613,10.667,16.377,25.01,35.821,9.0057,8.4686,14.415,20.019,26.316,10.259,11.326,15.794,16.926,26.32,10.838,10.385,17.661,27.116,27.196,10.61,8.6857,14.248,17.124,30.491,11.794,11.745,17.63,25.253,35.596,9.2686,9.68,13.653,20.773,26.179,8.6705,10.004,15.592,15.741,28.381
7.0971,6.9714,9.7486,15.509,16.16,6.8838,5.1543,7.3143,9.04,17.764,6.8838,5.2648,8.0457,10.518,18.659,7.0667,5.6533,8.9562,12.194,19.257,6.7505,6.579,9.7638,8.861,18.095,7.3943,6.5562,8.7238,15.192,15.345,5.0819,4.6552,7.2114,8.3162,17.215,6.7848,5.1657,7.661,10.396,18.587,6.0076,5.7943,8.6286,11.223,18.667,6.7314,6.579,9.3105,9.6229,17.935
10.347,10.514,14.705,24.339,25.813,11.939,9.8362,13.196,18.48,32.869,15.368,10.663,14.781,24.469,38.221,10.59,8.7086,15.352,21.992,32.43,9.6229,10.575,15.417,18.248,38.099,9.3371,10.259,15.28,23.68,26.526,10.202,10.32,13.291,16.747,33.73,14.389,9.581,16.674,23.832,38.834,9.4324,9.7981,14.785,21.39,36.198,10.362,12.758,15.973,17.371,34.568
9.6152,10.979,14.4,26.994,30.168,11.349,8.72,12.895,16.4,33.143,13.082,9.76,15.341,24.994,35.105,10.686,9.7562,14.004,19.181,28.632,9.12,10.61,15.84,14.472,34.789,11.261,11.699,15.581,28.785,30.381,10.427,9.4629,12.77,16.244,32.427,12.118,10.933,15.547,27.17,36.293,9.84,10.301,14.168,18.773,31.208,10.065,11.326,16.293,15.227,33.554
15.493,16.655,20.796,42.225,40.057,18.263,14.027,19.448,25.764,48.217,20.43,14.853,25.025,38.465,56.347,14.88,15.573,22.731,31.383,45.638,14.137,17.276,23.215,26.019,48.731,14.35,15.36,21.28,40.015,41.276,18.404,13.467,21.219,27.093,48.815,21.109,15.665,25.002,39.474,55.143,13.714,15.101,22.526,31.722,45.093,15.112,17.36,22.651,23.162,51.413
7.101,7.0971,8.6248,13.966,13.055,6.6514,4.7276,6.8381,8.3238,11.501,6.4914,5.1924,7.6229,9.5619,11.154,6.1562,5.3524,8.5486,11.512,12.754,6.659,7.619,9.1505,8.8305,13.394,6.7429,6.3886,8.5067,13.105,13.627,5.9924,4.941,6.9981,8.6057,11.326,5.9352,5.3448,7.901,9.9048,10.617,6.1143,5.421,8.4724,12.05,12.267,6.3695,7.0057,9.0629,9.1733,14.484
