9.36,5.2838,9.0438,21.314,39.387,14.522,7.2686,10.842,17.147,45.855,17.078,8.8571,14.811,28.24,45.863,9.4819,5.501,10.05,20.884,44.72,9.5581,6.3695,9.5619,12.93,47.246,7.9238,5.5124,9.5276,22.533,40.118,13.524,7.0971,10.263,16.545,45.539,15.543,9.1467,17.76,27.592,52.758,9.2762,6.2324,8.5067,19.55,46.891,9.4781,6.861,9.0705,15.615,48.347,8.9333,5.8781,8.419,22.522,39.47,12.914,6.301,10.45,16.773,44.96,16.952,9.5924,13.455,28.979,49.451,9.0819,5.8971,7.9581,20.396,44.35,8.8305,6.8571,10.316,12.91,49.177,9.139,5.2648,8.6933,22.8,38.472,11.768,6.0038,11.745,18.072,45.135,15.048,8.0267,15.154,29.196,47.01,8.2819,5.4248,8.1219,20.583,43.939,9.0971,6.1524,7.539,12.72,46.785
6.5905,3.8248,6.6629,13.242,22.37,6.899,4.0533,6.4952,8.1181,19.097,7.5657,3.8476,7.3638,10.236,20.316,6.1752,4.2895,6.6476,11.718,23.013,6.3352,4.2133,6.4419,7.5086,22.69,6.5638,3.8057,7.0514,13.562,23.375,7.4438,4.3771,6.8038,7.779,19.829,7.1886,4.541,8.2286,10.343,21.28,6.099,4.0724,6.7314,11.074,22,7.581,4.7886,6.2971,8.4457,24.335,6.3924,4.6438,6.861,14.168,24.232,6.9562,4.179,6.4152,7.8552,20.278,7.1162,4.5067,6.739,10.575,20.568,7.0514,4.2019,6.0229,11.737,21.775,7.5467,4.3771,6.6895,8.3848,23.238,7.5467,4.2057,6.8914,13.89,23.253,6.5371,4.1067,6.941,8.48,18.838,7.1581,4.72,6.9181,10.861,19.39,6.5638,3.5962,6.7924,10.72,22.141,6.72,3.9505,6.1981,8.1905,23.051
7.581,4.3086,7.8819,13.981,20.838,6.56,4.4267,7.6419,8.621,20.069,7.6724,4.621,7.859,10.667,22.598,6.1638,4.3695,7.8324,12.469,22.046,5.8971,4.0762,7.5467,8.739,22.225,7.2343,4.381,7.7105,14.183,20.24,6.9143,4.7505,7.3295,8.9029,20.099,7.4743,4.2476,7.2152,11.897,24.053,6.659,4.4533,8.0076,12.347,21.684,7.1276,4.0914,7.9505,9.5619,21.756,7.04,4.5562,8.3619,14.13,20.739,6.5981,4.4914,7.0248,8.6705,20.712,6.6781,4.5333,7.8057,10.64,24.019,6.1867,4.1143,7.3257,12.198,21.71,7.2229,4.4914,8.301,8.7429,21.063,7.3067,4.5143,7.9505,13.215,20.895,6.4457,3.9429,6.5943,8.0495,19.417,7.8095,4.6933,6.8152,11.63,23.63,5.6914,3.9276,8.6933,12.305,22.32,7.1619,4.0419,7.2305,9.4971,21.109
7.6343,4.2971,7.981,13.924,22.286,6.9829,4.3352,7.3867,8.3048,22.404,7.1162,4.6781,7.4476,10.56,25.684,6.141,4.7505,8.3467,13.181,27.086,6.8038,4.3771,8.1295,9.6876,25.257,7.2114,4.5943,8.4686,13.81,22.45,7.8171,4.3886,7.5467,8.7771,22.145,7.1581,4.2133,6.5638,10.747,27.566,6.2362,5.379,8.2095,12.899,25.57,7.6648,4.6362,8.8838,9.4248,24.663,6.7238,4.899,8.1105,14.682,22.373,6.2476,4.6667,6.8381,8.979,23.105,6.8381,4.5676,6.7733,10.438,27.17,6.7924,4.0038,7.2648,12.587,25.337,7.1962,4.7886,8.1257,9.0324,24.747,7.4743,4.5943,8.1714,13.806,22.918,7.0057,4.4686,6.9714,8.3771,23.078,6.8724,4.8381,6.1676,10.91,28.282,7.0362,4.1257,8.8419,12.522,25.699,6.979,5.021,8.2781,9.9162,25.044
7.4552,5.0667,7.2229,14.491,24.065,6.5524,4.7124,6.7924,7.5962,24.171,7.6533,4.419,5.9124,9.8476,27.566,6.6171,4.7238,8.659,12.686,27.31,6.9257,5.0514,8.24,9.0057,29.425,6.8038,4.9562,7.219,14.004,24.93,6.9752,4.8762,6.5105,8.4038,25.173,7.1162,4.9981,5.9086,10.179,27.771,7.3486,4.8952,7.8895,11.642,28.248,7.0781,4.8419,7.9124,9.4743,26.168,7.0057,5.5543,7.3257,14.225,24.583,6.5181,3.8819,6.3886,8.0305,23.897,6.96,4.1486,6.72,9.2343,27.562,6.56,4.4076,7.6686,11.299,26.724,6.5867,4.88,8.0648,9.4362,27.215,7.4324,5.459,7.3676,13.63,24.404,7.2229,4.7733,7.36,8.0343,25.242,6.8952,4.6629,5.9048,10.617,27.916,6.8914,4.5943,8.08,11.905,27.909,7.3981,5.1505,7.8629,9.8286,28.789
14.164,11.581,14.484,34.396,55.779,19.284,12.019,17.482,23.764,67.482,21.352,13.429,23.04,39.985,72.861,12.427,11.215,17.829,32.533,66.613,14.507,11.097,15.444,22.549,68.267,13.577,12.339,15.093,34.964,59.143,19.223,11.714,18.606,25.604,63.52,21.459,15.794,21.707,38.168,71.874,13.189,10.994,15.227,30.373,66.122,14.122,10.434,15.444,22.64,68.964,12.773,13.09,15.695,35.756,59.063,16.747,12.61,18.232,24.491,66.872,21.063,14.75,23.265,38.335,73.371,13.352,9.7752,15.783,29.501,65.695,14.419,11.653,17.928,22.724,66.724,15.303,13.029,16.004,33.47,60.19,19.021,12.53,16.731,24.758,68.4,20.667,13.768,22.034,39.958,71.611,13.36,10.453,15.276,28.945,63.733,13.562,12.027,15.935,23.756,69.105
6.8724,5.9581,7.3143,13.912,22.51,6.4533,4.3314,7.0133,7.1314,18.819,6.5105,5.1581,7.3867,10.533,18.4,6.5448,5.0095,7.5619,11.699,21.467,6.9867,5.6838,8,9.36,21.874,7.0514,5.3105,6.9143,14.865,22.968,6.5219,4.5486,7.2038,8.4648,18.286,6.4457,5.1086,6.7162,9.8971,17.851,6.6095,4.8724,6.9029,11.455,21.177,7.1619,5.8819,7.5848,9.1238,23.284,7.3867,6.1371,7.3219,14.682,21.573,6.6171,4.3733,6.6095,7.6648,18.682,6.0724,5.4667,7.1086,11.638,16.968,6.6133,4.6057,6.819,12.503,21.779,6.819,5.5695,7.9086,9.1848,21.821,7.7676,5.68,7.2381,14.015,22.404,6.4952,4.4686,6.4648,8.7848,17.68,7.44,4.2476,7.5657,10.853,17.752,6.339,4.9943,6.8152,11.078,21.916,6.3352,5.981,7.1581,9.0629,22.758
14.408,11.779,20.465,36.004,44.415,16.587,12.937,19.006,22.606,45.939,21.341,15.558,24.907,41.901,56.095,14.667,10.221,17.436,29.39,47.672,13.55,12.362,19.497,22.796,46.815,14.312,11.79,19.775,38.571,45.398,17.775,13.219,20.488,24.061,50.088,20.968,15.032,25.025,38.804,53.985,13.257,10.133,18.739,29.185,44.213,13.589,12.651,18.857,22.739,49.139,15.6,12.518,19.973,37.531,44.888,17.634,13.139,18.347,24.747,49.059,20.827,16.152,23.208,40.069,55.238,13.87,10.853,16.343,29.832,43.71,13.756,11.931,19.543,22.305,48.072,13.821,12.011,19.238,39.124,44.137,16.949,12.88,20.69,27.939,49.448,20.549,14.488,24.96,41.429,55.059,13.703,11.349,16.469,28.918,46.392,13.966,14.19,18.75,23.634,47.646
14.328,12.156,22.77,38.507,41.97,18.278,11.752,20.446,24.53,47.253,19.349,15.345,26.994,39.771,48.846,14.225,10.823,18.789,31.482,42.709,13.886,13.162,20.229,22.8,45.703,13.95,11.295,22.545,39.829,42.77,17.653,12.8,21.718,26.446,47.531,20.32,15.31,26.903,36.606,49.596,12.937,10.438,20.556,30.971,43.771,14.324,12.168,19.912,25.733,46.404,15.173,14.027,22.16,39.535,39.897,16.983,11.901,22.069,25.733,47.185,20.785,15.989,24.629,42.126,49.063,12.43,10.526,19.84,32.011,42.03,14.949,12.05,20.088,24.507,46.933,14.423,14.53,21.451,39.707,39.383,15.333,11.642,20.678,26.156,47.162,20.838,16.274,26.152,39.566,51.566,12.842,11.029,19.68,30.282,44.248,14.827,12.217,20.636,22.834,46.149
12.926,12.99,22.667,38.88,40.061,17.749,12.411,21.985,25.65,46.579,20.651,15.787,25.352,39.131,47.63,14.762,11.783,21.002,31.451,41.09,13.699,12.21,21.474,24.705,43.962,13.604,12.747,23.554,40.762,38.678,16.56,13.817,19.886,25.596,44.998,19.166,17.269,26.613,37.432,50.594,13.509,11.844,21.817,31.421,40.187,13.688,13.375,23.139,23.79,44.579,14.065,12.564,24.4,39.257,38.229,16.655,12.549,22.179,25.535,44.918,20.274,16.469,26.491,42.922,47.821,12.53,11.512,22.549,32.907,41.81,13.166,13.448,21.92,24.85,45.078,14.24,13.276,21.688,40.811,36.857,16.766,13.017,19.714,25.234,45.6,21.162,15.909,25.36,40.499,50.476,13.661,10.781,20.766,31.912,39.688,13.737,12.248,23.714,26.194,43.985
