0.001574344	-0.6178862
0.002973761	-0.9170732
0.00787172	-0.8130081
0.010670554	-0.8195122
0.012209913	-0.83902436
0.0080116615	-0.88585365
0.00832653	-0.93658537
0.009900874	-0.91317075
0.010075802	-0.9626016
0.010495626	-0.98341465
0.011265306	-0.9261789
0.012594752	-0.9001626
0.014344024	-0.8897561
0.012594752	-1.0068293
0.013784257	-0.97040653
0.014344024	-1.0094309
0.01581341	-0.9990244
0.016023323	-0.97300816
0.01658309	-0.96
0.0069970847	-1.1603252
0.0055276966	-1.2617886
0.008676385	-1.3814634
0.0130845485	-1.1603252
0.015953353	-1.1343089
0.020431487	-1.1160976
0.021900875	-1.0874797
0.018822158	-1.2878048
0.022530612	-1.3710569
0.024699708	-1.3034146
0.024909621	-1.1863414
0.026169097	-1.2461789
0.028338192	-1.2513821
0.029177843	-1.217561
0.028268222	-1.3242277
0.028268222	-1.3788618
0.030017493	-1.3554472
0.030437319	-1.3476423
0.031137027	-1.3476423
0.032396503	-1.3242277
0.032396503	-1.259187
0.03330612	-1.2930081
0.037014578	-1.3528455
0.03953353	-1.3580488
0.043521866	-1.2123578
0.03967347	-1.4933333
0.028618075	-1.6026016
0.025749272	-1.6494309
0.0429621	-1.5427642
0.04569096	-1.5375609
0.017142856	-2.0019512
0.02889796	-1.8224391
0.06269388	-1.5648781
0.06605248	-1.6390244
0.062169097	-2.0956097
0.057655975	-1.7717073
0.04380175	-2.150244
0.041702624	-2.0409756
0.03246647	-2.2360976
0.013154519	-3.0868292
0.027113702	-2.8136585
0.046215743	-2.7043903
0.090402335	-2.638049
0.09029738	-3.0751219
0.08599417	-2.9970732
0.039603498	-3.317073
0.03393586	-3.5239024
0.05104373	-3.84
0.10310204	-3.102439
