,,,,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx,Kx
column,row,X,Y,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10,Layer 11,Layer 12,Layer 13,Layer 14,Layer 15,Layer 16,Layer 17,Layer 18,Layer 19,Layer 20,Layer 21,Layer 22,Layer 23,Layer 24,Layer 25,Layer 26,Layer 27,Layer 28,Layer 29,Layer 30,Layer 31,Layer 32,Layer 33,Layer 34,Layer 35,Layer 36,Layer 37,Layer 38,Layer 39,Layer 40,Layer 41,Layer 42,Layer 43,Layer 44
40,25,40.93,37.05,10.5488,10.6019,10.6202,10.4977,10.5049,10.7652,11.2796,10.2262,9.5364,10.5115,11.7059,12.0294,11.3288,10.6951,11.3612,12.6039,13.2683,21.1497,20.6954,25.0233,25.786,24.3099,26.5756,27.2178,25.8454,9.6891,11.1782,11.1502,10.0963,28.4161,29.7463,29.7306,31.731,33.7383,38.8091,44.9504,49.0494,50.5724,51.6147,50.1954,42.6996,44.0447,45.9255,44.6749
41,25,41.13,37.05,10.5488,10.6026,10.6217,10.5013,10.5154,10.7913,11.3197,10.2855,9.5903,10.5685,11.7756,12.1231,11.4297,10.7913,11.422,12.6513,13.2924,21.2321,20.8034,25.1098,25.8859,24.4103,26.7008,27.3315,25.9325,9.6911,11.1649,11.1353,10.0963,28.4174,29.7484,29.734,31.7346,33.743,38.8127,44.9504,49.0483,50.5748,51.6171,50.1977,42.7055,44.0579,45.935,44.6821
42,25,41.33,37.05,10.5488,10.6031,10.6229,10.5052,10.526,10.8174,11.3586,10.3446,9.645,10.6259,11.8444,12.2161,11.5301,10.8886,11.5368,12.6991,13.3172,21.3164,20.9148,25.1961,25.9851,24.5112,26.8246,27.4438,26.0198,9.6931,11.1505,11.1192,10.0963,28.4187,29.7505,29.7375,31.7398,33.7484,38.8163,44.9504,49.0483,50.5771,51.6195,50.2012,42.7124,44.0711,45.9435,44.6893
43,25,41.53,37.05,10.5488,10.6036,10.6244,10.5091,10.5364,10.8429,11.396,10.4036,9.7005,10.6838,11.9125,12.3085,11.6448,10.9864,11.6007,12.7478,13.3421,21.4034,21.0288,25.2816,26.084,24.6118,26.9466,27.5539,26.108,9.6954,11.1348,11.1021,10.0963,28.42,29.7532,29.7409,31.7442,33.7539,38.8189,44.9494,49.0471,50.5794,51.6207,50.2046,42.7193,44.0863,45.954,44.6965
44,25,41.73,37.05,10.5488,10.6043,10.6259,10.5129,10.5469,10.8681,11.432,10.4622,9.756,10.7415,11.9796,12.4003,11.745,11.0842,11.6639,12.7969,13.367,21.4923,21.1453,25.3661,26.1821,24.7123,27.0678,27.6626,26.1965,9.6978,11.1184,11.0837,10.0963,28.4213,29.7553,29.7443,31.7485,33.7585,38.8225,44.9494,49.046,50.5817,51.6231,50.2081,42.7262,44.1015,45.9636,44.7048
45,25,41.93,37.05,10.5491,10.6048,10.6273,10.5166,10.5573,10.8929,11.4668,10.5204,9.8121,10.7995,12.0455,12.4912,11.8441,11.1821,11.7264,12.8462,13.3923,21.5831,21.2639,25.4498,26.2793,24.8121,27.1878,27.7686,26.2853,9.7005,11.1008,11.0643,10.0963,28.4226,29.758,29.7477,31.7537,33.764,38.8252,44.9483,49.0438,50.5841,51.6242,50.2104,42.733,44.1188,45.9741,44.713
46,25,42.13,37.05,10.5491,10.6053,10.6285,10.5204,10.5678,10.9173,11.4999,10.5778,9.8683,10.8573,12.11,12.5807,11.9425,11.2796,11.7881,12.8954,13.417,21.6752,21.3852,25.5319,26.3757,24.9123,27.3057,27.873,26.3739,9.7034,11.0824,11.0437,10.0963,28.4239,29.7607,29.7512,31.758,33.7694,38.8288,44.9463,49.0415,50.5852,51.6254,50.2139,42.7409,44.1361,45.9858,44.7223
47,25,42.33,37.05,10.5491,10.6058,10.63,10.5243,10.5782,10.9409,11.5399,10.6342,9.9246,10.9148,12.1732,12.6693,12.0391,11.3764,11.8488,12.9448,13.4417,21.7693,21.5082,25.6138,26.4712,25.0123,27.4223,27.9752,26.4627,9.7065,11.063,11.0221,10.0963,28.4252,29.7628,29.7553,31.7632,33.7749,38.8315,44.9452,49.0392,50.5876,51.6266,50.2174,42.7488,44.1534,45.9974,44.7305
48,25,42.53,37.05,10.5491,10.6065,10.6312,10.5279,10.5887,10.9639,11.5713,10.6897,10.1478,10.9722,12.2347,12.7563,12.1346,11.4724,11.9084,12.9937,13.4659,21.8642,21.6329,25.6941,26.5659,25.1116,27.5381,28.0746,26.5518,9.7099,11.0429,10.9995,10.0963,28.4265,29.7655,29.7587,31.7683,33.7811,38.835,44.9432,49.0359,50.5887,51.6278,50.2208,42.7576,44.1727,46.0091,44.7408
49,25,42.73,37.05,10.5491,10.607,10.6327,10.5318,10.599,10.9861,11.6012,10.7439,10.2102,11.0289,12.2949,12.8417,12.228,11.5668,11.967,13.0429,13.4897,21.9601,21.7592,25.7735,26.6596,25.2106,27.6518,28.1717,26.6406,9.7137,11.0221,10.9762,10.0963,28.4278,29.7683,29.7628,31.7734,33.7865,38.8377,44.9411,49.0325,50.5899,51.629,50.2243,42.7665,44.193,46.0218,44.7501
50,25,42.93,37.05,10.5491,10.6075,10.6342,10.5357,10.6092,11.0076,11.6301,10.7973,10.2722,11.0852,12.353,12.9257,12.3195,11.6601,12.0241,13.0913,13.5134,22.0574,21.8869,25.8514,26.7512,25.3089,27.7641,28.2673,26.7285,9.7175,11.0003,10.9518,10.0963,28.4291,29.771,29.7669,31.7793,33.7928,38.8404,44.938,49.0291,50.5922,51.629,50.2278,42.7754,44.2134,46.0345,44.7604
51,25,43.13,37.05,10.5493,10.608,10.6354,10.5393,10.6192,11.0284,11.6575,10.8491,10.3344,11.141,12.4095,13.0075,12.4089,11.7515,12.0799,13.1393,13.5361,22.1551,22.0153,25.9283,26.8426,25.407,27.8749,28.3592,26.8166,9.7217,10.978,10.9268,10.0963,28.4304,29.7745,29.771,31.7844,33.7982,38.8431,44.9349,49.0257,50.5934,51.6302,50.2312,42.7852,44.2348,46.0483,44.7717
52,25,43.33,37.05,10.5493,10.6085,10.6366,10.5432,10.6293,11.0485,11.6835,10.8994,10.3962,11.1958,12.4642,13.0874,12.4961,11.8411,12.1343,13.1869,13.5586,22.2533,22.1444,26.0042,26.9317,25.5037,27.9836,28.4494,26.9044,9.7262,10.955,10.9009,10.0963,28.4318,29.7772,29.7751,31.7902,33.8044,38.8467,44.9318,49.0212,50.5946,51.6302,50.2359,42.7951,44.2572,46.0621,44.7831
53,25,43.53,37.05,10.5493,10.609,10.6381,10.5469,10.6393,11.0679,11.7083,10.9485,10.4579,11.25,12.5168,13.1654,12.581,11.9968,12.1869,13.2338,13.5801,22.3524,22.2743,26.078,27.0199,25.6008,28.0914,28.5367,26.9913,9.7311,10.9313,10.8741,10.0963,28.4337,29.7799,29.7793,31.7961,33.8107,38.8494,44.9287,49.0167,50.5957,51.6302,50.2393,42.8049,44.2806,46.0759,44.7944
54,25,43.73,37.05,10.5493,10.6097,10.6393,10.5505,10.6491,11.0865,11.7318,10.9957,10.5192,11.3033,12.5676,13.2411,12.6629,12.0852,12.2378,13.2799,13.6011,22.4514,22.4049,26.1507,27.1059,25.6965,28.1977,28.6216,27.0778,9.7365,10.9072,10.8469,10.0963,28.435,29.7834,29.7834,31.802,33.8169,38.852,44.9256,49.0122,50.5957,51.6302,50.2428,42.8158,44.3041,46.0907,44.8058
55,25,43.93,37.05,10.5493,10.6102,10.6408,10.5544,10.6587,11.1044,11.7539,11.0416,10.58,11.3557,12.6164,13.3148,12.7425,12.1712,12.2869,13.3252,13.6212,22.5504,22.5353,26.2219,27.1909,25.7913,28.3018,28.7034,27.1634,9.7419,10.8826,10.8192,10.0963,28.4363,29.7861,29.7875,31.8078,33.8231,38.8547,44.9214,49.0065,50.5969,51.6302,50.2463,42.8266,44.3296,46.1056,44.8181
56,25,44.13,37.05,10.5493,10.6107,10.642,10.5581,10.6683,11.1213,11.7615,11.0857,10.6403,11.4068,12.6629,13.3858,12.819,12.255,12.3343,13.3698,13.6406,22.6498,22.6654,26.292,27.2737,25.8859,28.4043,28.7828,27.2486,9.748,10.8576,10.7906,10.0963,28.4383,29.7895,29.7923,31.8137,33.8294,38.8574,44.9173,49.0009,50.598,51.629,50.2509,42.8375,44.3551,46.1215,44.8305
57,25,44.33,37.05,10.5495,10.6112,10.6432,10.5617,10.6776,11.1377,11.7802,11.1279,10.7,11.4571,12.7076,13.4544,12.893,12.3363,12.3798,13.4136,13.6592,22.7485,22.7957,26.3599,27.3554,25.9791,28.5058,28.8598,27.3328,9.7542,10.8321,10.7618,10.0963,28.4396,29.7923,29.7964,31.8195,33.8356,38.8592,44.9121,48.9952,50.598,51.629,50.2544,42.8483,44.3807,46.1375,44.8439
58,25,44.53,37.05,10.5495,10.6117,10.6445,10.5653,10.6869,11.1533,11.7979,11.1685,10.759,11.4811,12.7501,13.5205,12.9635,12.4152,12.4235,13.4562,13.6768,22.8472,22.9258,26.4268,27.4349,26.0714,28.3292,28.9337,27.4153,9.761,10.8065,10.7323,10.0963,28.4416,29.7957,29.8012,31.8261,33.8426,38.8619,44.907,48.9896,50.5992,51.6278,50.2578,42.8601,44.4083,46.1545,44.8563
59,25,44.73,37.05,10.5495,10.6122,10.6459,10.5688,10.6961,11.1682,11.8139,11.2071,10.8172,11.5288,12.7907,13.5842,13.0315,12.4912,12.4653,13.4981,13.6938,22.9453,23.0544,26.4919,27.5127,26.1628,28.4213,29.0051,27.4975,9.7682,10.7804,10.7025,10.0963,28.4429,29.7991,29.806,31.8327,33.8488,38.8646,44.9028,48.9828,50.5992,51.6266,50.2625,42.872,44.4359,46.1715,44.8698
60,25,44.945,37.05,10.5495,10.6126,10.6472,10.5726,10.7057,11.1837,11.8297,11.2467,10.8789,11.5788,12.832,13.6497,13.101,12.5702,12.5079,13.542,13.7108,23.0507,23.1928,26.5597,27.5946,26.2599,28.5183,29.0786,27.5844,9.7763,10.7524,10.6702,10.0963,28.4449,29.8026,29.8108,31.8393,33.8559,38.8672,44.8966,48.9749,50.5992,51.6254,50.2659,42.8848,44.4656,46.1895,44.8853
61,25,45.19,37.05,10.5495,10.6131,10.6486,10.577,10.7163,11.2001,11.8461,11.2892,10.948,11.6339,12.8761,13.7206,13.1757,12.6568,12.5538,13.5908,13.7292,23.1693,23.3488,26.6351,27.6843,27.28,28.6262,29.1584,27.6818,9.7864,10.72,10.6329,10.0963,28.4468,29.8067,29.817,31.8474,33.8644,38.8699,44.8894,48.967,50.6004,51.6242,50.2717,42.9006,44.5014,46.2119,44.9028
62,25,45.465,37.05,10.5495,10.6139,10.6503,10.5817,10.7281,11.2174,11.8619,11.3338,11.0236,11.6937,12.9218,13.7954,13.2451,12.7489,12.6015,13.6434,13.7481,23.301,23.5214,26.7168,27.7827,27.4141,28.7438,29.2425,27.7884,9.7986,10.6835,10.5907,10.0963,28.4488,29.8115,29.8232,31.8562,33.8738,38.8726,44.8811,48.9569,50.6004,51.6219,50.2764,42.9184,44.5434,46.2364,44.9225
63,25,45.775,37.05,10.5498,10.6146,10.6523,10.587,10.741,11.2358,11.8766,11.5519,11.1067,11.7583,12.9692,13.8737,13.3252,12.8468,12.651,13.7007,13.7678,23.4474,23.7134,26.8043,27.8884,27.5622,28.8725,29.3315,27.9058,9.8135,10.6423,10.543,10.0963,28.4521,29.817,29.8307,31.8672,33.8847,38.8762,44.8718,48.9445,50.6004,51.6195,50.2833,42.9392,44.5917,46.2662,44.9463
64,25,46.125,37.05,10.5498,10.6153,10.6543,10.5929,10.7548,11.2547,11.8898,11.609,11.1551,11.8275,12.8524,13.9542,13.4071,12.9498,12.7009,13.7627,13.7871,23.6099,23.9262,26.8989,28.0023,27.7271,29.0117,29.4241,28.0339,9.832,10.596,10.489,10.0963,28.4547,29.8239,29.8397,31.8789,33.8972,38.8798,44.8594,48.9298,50.5992,51.6159,50.2902,42.9629,44.6471,46.3003,44.9732
65,25,46.52,37.05,10.5498,10.6163,10.6567,10.5995,10.7697,11.2741,11.8999,11.6674,11.2664,11.9013,12.8891,14.0354,13.4882,13.057,12.7501,13.8288,13.8059,23.7889,24.1598,26.9988,28.1238,27.9077,29.1618,29.5191,28.173,9.8552,10.5444,10.4281,10.0963,28.4586,29.8307,29.85,31.8936,33.9112,38.8834,44.845,48.9118,50.598,51.6112,50.2984,42.9906,44.713,46.3408,45.0053
66,25,46.97,37.05,10.5498,10.6173,10.6592,10.6065,10.7858,11.2939,11.9057,11.7264,11.3895,11.9791,12.9224,13.6302,13.567,13.1675,12.7972,13.8996,13.823,23.9869,24.4171,27.104,28.2529,28.107,29.3227,29.6138,28.3233,9.8847,10.4871,10.3596,10.0963,28.4625,29.8397,29.8616,31.9098,33.9277,38.8878,44.8284,48.8915,50.5969,51.6052,50.3076,43.0233,44.7903,46.3878,45.0437
67,25,47.485,37.05,10.55,10.6183,10.6621,10.6146,10.8032,11.1976,11.9051,11.784,11.5245,12.061,12.9504,13.6875,13.6406,13.2796,12.8397,13.7168,13.8374,24.2049,24.6987,27.2141,28.3879,28.3266,29.4947,29.9519,28.4855,9.923,10.4237,10.2831,10.0963,28.4671,29.85,29.8754,31.9289,33.9472,38.8923,44.8068,48.8668,50.5946,51.5969,50.3192,43.062,44.8822,46.4444,45.0883
68,25,48.075,37.05,10.55,10.6195,10.6651,10.6232,10.8212,11.2074,11.9029,11.708,11.6714,12.1564,12.9707,13.7352,13.7048,13.391,13.3725,13.7697,13.8479,24.4418,25.0037,27.3252,28.5262,28.5078,29.6745,30.0493,28.6565,9.9736,10.3551,10.2024,10.0963,28.473,29.8616,29.8919,31.9517,33.9699,38.8968,44.781,48.8353,50.5922,51.5874,50.3319,43.1076,44.9918,46.5129,45.1413
69,25,48.75,37.05,10.55,10.6207,10.6685,10.6325,10.8396,11.2143,11.8854,11.7396,11.8286,12.2395,12.9797,13.7681,14.1369,13.4544,13.4318,13.8205,13.8524,24.697,25.3282,27.4356,28.6645,28.7643,29.8582,30.1359,28.8333,10.0361,10.2838,10.135,10.0963,28.4796,29.8754,29.9112,31.9782,33.9957,38.9013,44.749,48.7993,50.5876,51.5744,50.347,42.9273,45.1226,46.5944,45.2047
70,25,49.52,37.05,10.5503,10.6219,10.6722,10.6423,10.8581,11.2172,11.8529,11.7577,11.9934,12.3198,12.974,13.7811,14.174,13.5523,13.4801,13.6557,13.8482,24.9651,25.6657,27.5387,28.7968,29.0338,30.0396,30.2033,29.0097,10.0833,10.2135,10.0982,10.0963,28.4875,29.8919,29.9332,32.0099,34.0262,38.9048,44.7099,48.7544,50.5817,51.5577,50.3632,42.9886,45.2766,46.6921,45.2797
71,25,50.4,37.05,10.5503,10.6234,10.6761,10.6523,10.8756,11.2149,11.8025,11.7583,12.1631,12.5136,13.1739,13.7684,14.1871,13.6387,13.5127,13.6957,13.7516,25.2426,26.009,27.6295,28.9164,29.3112,30.2109,30.3022,29.1799,10.0963,10.1506,10.0963,10.0963,28.4966,29.9119,29.9594,32.046,34.0615,38.9093,43.6349,48.7005,50.5724,51.5364,50.383,43.06,45.4594,46.8084,45.3684
72,25,51.41,37.05,10.5505,10.6249,10.6801,10.6624,10.8914,11.2053,11.7302,11.7366,12.1566,12.5902,12.8308,13.7247,14.1714,13.7105,13.5249,13.7659,13.7181,25.5231,26.349,27.7015,29.0157,29.5899,30.3636,30.3092,29.3342,10.0963,10.1066,10.0963,10.0963,28.5078,29.9346,29.9905,32.0896,34.1023,38.912,43.5706,48.6367,50.5619,51.5091,50.405,43.1443,45.6766,46.9487,45.4741
73,25,52.57,37.05,10.5505,10.6263,10.684,10.6719,10.9044,11.187,11.6323,11.6892,12.3019,12.6553,12.7863,13.6456,14.1239,13.7637,13.5118,13.7941,13.6538,25.7979,26.6731,27.7462,29.0846,29.8589,30.4855,30.2687,29.4614,10.0963,10.0963,10.0963,10.0963,28.5203,29.9615,30.0264,32.1406,34.1494,38.9129,43.4924,48.5606,50.548,51.4747,50.4306,43.2438,45.9329,47.1177,45.5978
74,25,53.9,37.05,10.5505,10.6276,10.6877,10.6803,11.1605,11.1582,11.5073,12.1011,12.4338,12.6991,12.7217,13.5099,14.2552,14.3174,13.4689,13.8145,13.5964,26.0552,26.9658,27.6786,29.1128,30.104,30.5628,30.1692,29.5491,10.0963,10.0963,10.0963,10.0963,28.5354,29.9933,30.0686,32.1998,34.203,38.9111,43.3984,48.4712,50.5294,51.432,50.4584,43.3574,46.2321,47.321,45.744
75,25,55.425,37.05,10.5508,10.6288,10.6911,10.6869,11.2991,11.1169,11.3547,12.1606,12.5457,12.7205,12.637,13.2088,14.0956,14.3368,13.9044,13.8256,13.5246,26.2829,27.2128,27.2442,28.9777,30.3092,30.5833,30.0022,29.2014,10.0963,10.0963,10.0963,10.0963,28.5525,30.0306,30.1171,32.2696,34.2645,38.9066,43.2846,50.6249,50.5072,51.38,50.4898,43.4874,46.5794,47.5613,45.9128
76,25,57.175,37.05,10.5508,10.6295,10.6936,10.9805,11.3207,11.0612,11.1759,12.0563,12.6977,12.7187,12.5335,12.1622,13.9571,15.1417,13.891,13.8278,13.4398,26.4688,27.3996,27.1034,28.8598,30.4589,30.5347,29.7621,29.143,10.0963,10.0963,10.0963,10.0963,28.5729,30.0742,30.1727,32.3492,34.3332,38.8968,43.1513,50.5491,50.4794,51.3149,50.5247,43.6329,46.979,47.8458,46.1067
77,25,59.185,37.05,10.5508,10.6298,10.6948,10.9894,11.3364,10.9904,10.974,11.9265,12.763,13.1581,13.3898,11.9293,13.7941,15.1413,13.852,13.8211,13.3445,26.6014,27.5172,25.9277,28.4665,30.5396,30.4084,29.4465,29.0111,10.0963,10.0963,10.0963,10.0963,28.5966,30.1234,30.2367,32.4402,34.4083,38.8798,42.9946,50.4654,50.4457,51.2382,50.5608,43.7939,47.4301,48.1774,46.3259
78,25,61.495,37.05,10.5508,10.6293,10.8929,10.9942,11.3447,10.6697,10.7548,11.7756,12.717,13.1345,13.2991,11.6892,13.6133,14.7769,13.7871,13.8059,13.2423,26.6719,27.559,25.5261,28.1575,30.5417,30.2012,29.0612,28.8014,10.0963,10.0963,10.0963,10.0963,28.6229,30.1803,30.3078,31.2819,34.49,38.6299,42.8138,50.376,50.4062,51.1462,50.598,43.9667,47.9318,48.5583,46.5687
79,25,64.15,37.05,10.5505,10.6276,10.8934,10.9934,11.3445,10.5712,10.5258,11.3594,12.7348,13.0814,13.1266,11.7266,13.4213,14.706,13.6995,13.7833,13.1372,26.6762,27.5254,25.0711,27.7763,30.8045,29.9153,28.6163,28.5203,10.0963,10.0963,10.0963,10.0963,28.6532,30.2436,30.3867,31.3736,34.5751,38.5899,42.6092,50.281,50.3598,51.0404,50.6342,44.1462,48.479,48.9873,46.831
80,25,67.2,37.05,10.5503,10.6249,10.8912,10.9869,11.1538,10.4651,11.3051,11.1705,12.724,12.8379,13.0354,12.0108,13.221,14.6205,13.745,13.7542,13.0333,26.6161,27.4229,24.5807,27.3353,31.0845,29.562,28.0229,28.1789,10.0963,10.0963,10.0963,10.0963,28.6862,30.314,31.6821,31.4712,34.6612,38.5357,42.3822,50.1838,50.3076,50.9206,50.668,44.3265,49.0584,49.4588,50.4875
81,25,70.7,37.05,10.5498,10.6202,10.8859,10.974,11.1241,10.3556,11.179,11.291,11.2508,12.5309,11.9359,11.8025,13.027,14.5172,13.7168,13.7203,12.9346,26.498,27.2636,24.0765,27.2957,30.936,27.4754,27.5032,27.7961,10.0963,10.0963,10.0963,10.0963,28.7219,30.3888,31.7954,31.5714,34.7443,38.4648,42.137,50.0857,50.2509,50.7895,50.696,44.4963,49.6539,49.959,50.8655
82,25,74.72,37.05,10.5491,10.8279,10.8769,10.9548,11.0865,9.9388,11.0523,11.1852,11.1336,12.6062,12.1025,11.3601,13.6456,13.9192,13.2652,13.6831,13.5926,26.3356,26.6112,23.4355,25.306,30.6411,28.6183,26.9838,27.3926,10.0963,10.0963,10.0963,10.0963,28.7597,30.4673,31.9134,31.6704,34.8196,38.3781,41.8788,49.9901,50.1884,50.6505,50.7182,44.6492,50.2474,50.4724,51.2405
83,25,79.34,37.05,10.5483,10.8219,10.8648,11.168,11.0437,9.1301,11.3027,11.0844,11.0193,12.5876,12.0084,11.1788,13.5208,13.7871,13.1839,13.645,14.5289,26.1453,26.372,22.9469,24.815,30.3895,26.8679,26.4877,27.1365,10.0963,10.0963,10.0963,10.0963,28.7974,30.5474,32.0305,31.7639,34.8838,38.2766,41.7805,49.8969,50.1226,50.5096,50.7299,44.7727,50.814,50.9746,51.6005
84,25,84.65,37.05,10.5471,10.8144,10.8501,11.1492,10.998,9.0241,11.6773,11.3176,11.1531,12.3784,13.2606,11.6007,12.445,13.7456,13.1034,14.0963,14.5126,25.945,26.1339,22.5099,24.3559,30.1275,27.1778,26.0348,26.758,10.0963,10.0963,10.0963,10.0963,28.8352,30.6255,32.1443,31.8489,34.9352,38.1631,41.5244,49.8097,50.0534,50.3725,50.7334,45.9847,51.3327,51.4439,51.9283
85,25,90.755,37.05,10.5457,10.8052,10.8334,11.1282,10.8174,8.9354,11.6344,12.8568,11.0409,12.6213,13.404,11.8736,12.3727,14.4935,13.0282,13.7033,14.4972,24.3822,23.3665,22.9797,24.6748,31.3331,26.8562,25.6403,26.4194,10.0963,10.0963,10.0963,10.0963,28.8711,30.6983,32.2481,31.9208,34.9707,38.0438,42.7488,49.7272,49.9855,49.5546,50.7275,46.0791,51.7826,51.8566,52.2112
86,25,97.77,37.05,10.5442,10.7955,11.0827,11.1064,10.7851,9.8284,11.3364,12.8642,10.7856,12.4895,13.4717,12.1934,12.5191,14.0195,13.1327,13.6739,14.4838,24.171,23.1198,22.6962,24.3301,30.9367,26.5573,25.3142,26.2285,10.0963,10.0963,10.0963,10.0963,28.9024,30.7626,32.3388,31.9789,34.9924,37.9275,42.5661,49.6517,49.9188,49.4235,50.7147,46.1343,52.1511,52.1992,52.4413
1,26,2.655,36.82,10.5379,10.4945,10.1862,10.0282,8.7394,8.1776,8.1571,9.406,11.064,8.9222,8.993,9.4103,9.9007,10.9646,12.1917,10.2488,11.5639,24.9588,23.3219,18.8449,22.243,20.6003,24.0328,22.7816,23.7249,10.0963,10.0963,10.0963,10.0963,28.6137,30.2394,30.3231,31.9348,35.1167,37.662,42.5015,46.7319,49.5432,50.0638,46.1035,44.6441,49.6905,49.8051,47.2633
2,26,7.6,36.82,10.5391,10.5209,10.1947,9.9283,9.4038,8.5811,8.6263,9.2983,10.8124,8.8201,8.777,9.43,9.474,10.6943,11.4468,10.4854,11.5977,24.497,22.873,21.5677,21.5488,20.2761,23.4592,21.8411,23.3224,10.0963,10.0963,10.0963,10.0963,28.5564,30.1171,30.1748,31.7507,34.9457,37.7436,42.7764,46.8364,49.5888,50.2035,46.2662,44.4308,48.9062,49.1172,46.9033
3,26,11.865,36.82,10.5403,10.5258,10.4644,9.9434,9.4333,8.6374,8.5649,9.1881,10.4603,8.5859,8.6743,9.0264,9.3339,10.3615,10.8746,11.0444,11.6634,24.0167,22.4075,21.2659,21.0874,19.7799,22.8788,21.1936,22.4602,10.0963,10.0963,10.0963,10.0963,28.5065,30.0078,30.0403,31.5816,34.7867,37.828,43.0669,47.0613,49.6539,50.3609,46.4231,44.194,48.1187,48.4634,46.5376
4,26,15.545,36.82,10.5413,10.5316,10.4909,10.2724,9.469,8.7125,8.5218,9.1718,10.0469,8.3097,8.2178,8.5431,9.7188,10.2375,10.6661,10.8781,11.7529,23.5382,21.9459,20.6202,20.6526,20.8312,22.5888,20.9013,22.2261,10.0963,10.0963,10.0963,10.0963,28.4652,29.914,29.9229,32.0357,34.6453,37.9109,43.3584,47.3046,49.7352,50.5282,46.5676,43.9505,47.3613,47.8711,46.1832
5,26,18.72,36.82,10.5423,10.5379,10.4982,10.2767,9.5542,8.8069,8.5038,8.9251,9.7574,8.2483,8.5665,8.3605,9.4387,9.9686,10.2836,11.6189,11.9874,23.0778,21.6867,20.4345,20.517,20.5378,22.0528,20.8288,22.0675,10.0963,10.0963,10.0963,10.0963,28.4318,29.8362,29.8259,31.8973,34.5266,38.3331,43.6369,47.5515,49.8234,50.6937,50.2231,43.7113,46.6588,47.3591,45.8536
6,26,21.46,36.82,10.5432,10.5442,10.5066,10.284,9.591,8.7318,8.5122,8.8596,9.5443,8.097,8.5181,8.2394,9.1509,10.2668,10.1729,11.9788,11.8942,22.6461,21.2483,20.3289,20.4807,20.3092,21.6398,20.7092,21.9884,10.0963,10.0963,10.0963,10.0963,28.4069,29.7745,29.7484,31.7866,34.4297,38.4002,43.8918,47.7918,49.9142,50.8503,50.2035,43.4884,46.0292,46.9314,45.5611
7,26,23.825,36.82,10.544,10.5503,10.5158,10.2938,9.6288,8.8676,8.5162,8.8126,9.0986,8.078,8.5389,7.9692,8.9595,10.1119,10.0611,11.9016,12.0266,22.2507,20.9983,21.1302,19.9592,20.91,21.1292,20.7049,21.9839,10.0963,10.0963,10.0963,10.0963,28.3879,29.7272,29.6882,31.6996,34.3545,38.4604,44.1188,48.0157,49.9993,50.9934,50.1884,43.2896,45.4845,46.5858,45.3079
8,26,25.865,36.82,10.5444,10.5561,10.5248,10.3047,10.0917,9.0137,8.6166,8.4354,8.9504,8.0966,8.593,8.0756,8.8374,9.3257,9.9518,11.8433,12.1262,21.8944,20.6226,21.0826,20.3959,20.7164,20.9249,20.8125,22.6352,10.0963,10.1236,10.0963,10.0963,28.3742,29.6909,29.6438,31.634,34.2976,38.5136,44.3123,48.2163,50.0788,51.1192,50.1781,43.1185,45.024,46.3152,45.0976
9,26,27.625,36.82,10.5452,10.5612,10.5338,10.3163,10.1012,9.3148,8.44,8.3058,8.8317,8.4702,8.6701,8.1181,8.7368,9.1053,9.9098,11.802,12.27,21.5791,20.2933,21.1185,20.6108,20.5856,20.8427,21.0186,22.6988,10.0557,10.2583,10.1173,10.0963,28.3651,29.665,29.611,31.5859,33.5594,38.5597,44.4758,48.3898,50.148,51.2287,50.1711,42.9758,44.6461,46.1067,44.9266
10,26,29.145,36.82,10.5457,10.5658,10.542,10.3284,10.1145,9.4294,8.61,8.37,8.5348,8.5089,8.7885,8.2147,8.7556,9.0174,9.8029,11.9232,12.4023,21.3041,20.0089,21.2253,20.8826,20.5832,20.8729,21.3036,22.802,9.9091,10.4454,10.3094,10.0963,28.3592,29.6465,29.5886,31.5518,33.537,38.5997,44.6101,48.5371,50.2092,51.3208,50.1677,42.8592,44.3418,45.9498,44.7903
11,26,30.46,36.82,10.5459,10.57,10.5498,10.3406,10.1303,9.5447,8.8118,8.408,8.5089,9.0695,8.9237,8.4895,8.7262,8.957,9.7179,11.8903,12.518,21.0685,19.7685,21.3867,21.0414,20.6473,21.0002,21.6458,22.931,9.8128,10.6442,10.5452,10.0963,28.3553,29.6336,29.5736,31.5278,33.5238,38.6344,44.7202,48.6602,50.2601,51.3977,50.1665,42.7665,44.1005,45.8325,44.6842
12,26,31.6,36.82,10.5464,10.5736,10.5568,10.3525,10.1481,9.6553,9.0038,8.4886,8.5007,9.0437,9.0701,8.6185,8.7388,8.9214,9.7617,11.8671,12.5503,20.8715,19.5715,21.5871,21.3773,20.7632,21.2062,22.0224,23.0751,9.754,10.8329,10.7625,10.0963,28.3527,29.6247,29.5634,31.5126,33.5161,38.6637,44.8088,48.7611,50.3041,51.4617,50.1665,42.6937,43.9131,45.7461,44.6019
