67.3056	110	4
67.306	117	4
67.3066	117	4
67.3071	115	4
67.3077	116	4
67.3083	116	4
67.3088	115	4
67.3094	115	4
67.31	115	4
67.3105	117	4
67.3111	117	4
67.3117	119	4
67.3122	119	4
67.3127	119	4
67.3133	119	4
67.3139	119	4
67.3144	119	4
67.315	119	4
67.3156	119	4
67.3161	119	4
67.3167	117	5
67.3173	116	5
67.3179	114	5
67.3184	114	5
67.319	114	5
67.3196	113	6
67.3202	113	6
67.3208	113	6
67.3213	113	6
67.322	112	6
67.3225	111	6
67.323	110	6
67.3236	109	6
67.3242	109	6
67.3248	109	6
67.3254	107	7
67.326	107	7
67.3266	107	7
67.3271	106	7
67.3277	106	7
67.3283	106	7
67.3288	107	7
67.3294	107	7
67.33	107	7
67.3306	107	7
67.3311	106	7
67.3317	104	7
67.3322	104	7
67.3327	105	7
67.3333	105	7
67.3339	105	7
67.3345	105	7
67.3351	106	7
67.3357	106	7
67.3362	106	7
67.3368	105	7
67.3374	105	7
67.338	105	7
67.3386	105	7
67.3392	104	7
67.3398	104	7
67.3403	102	7
67.3409	102	7
67.3414	102	7
67.3421	102	7
67.3427	102	7
67.3433	102	7
67.3439	104	7
67.3445	105	7
67.345	105	7
67.3456	103	7
67.3461	103	7
67.3467	103	7
67.3473	103	7
67.3478	104	7
67.3484	104	7
67.349	103	8
67.3495	103	8
67.3501	103	8
67.3506	103	8
67.3513	102	8
67.3519	102	8
67.3525	103	8
67.353	103	8
67.3536	105	8
67.3542	104	8
67.3547	104	8
67.3553	104	8
67.3559	104	8
67.3564	104	8
67.357	104	8
67.3576	102	8
67.3582	101	9
67.3588	101	9
67.3594	101	9
67.3601	101	9
67.3606	101	9
67.3611	102	9
67.3617	102	9
67.3623	102	9
67.3629	101	9
67.3635	101	9
67.364	100	9
67.3646	100	9
67.3652	99	9
67.3657	98	9
67.3663	98	9
67.3668	98	9
67.3674	98	9
67.368	98	9
67.3686	96	9
67.3691	95	9
67.3697	94	9
67.3703	93	9
67.3709	93	9
67.3714	93	9
67.372	93	9
67.3726	93	9
67.3731	93	9
67.3737	93	9
67.3743	93	8
67.3748	90	8
67.3754	88	8
67.376	88	8
67.3765	86	8
67.3771	86	8
67.3777	86	8
67.3783	86	8
67.3789	85	8
67.3795	85	8
67.3801	86	8
67.3806	86	8
67.3812	87	8
67.3818	87	8
67.3824	88	8
67.3829	86	8
67.3835	84	9
67.384	84	9
67.3846	84	9
67.3852	84	9
67.3858	85	9
67.3864	85	9
67.3869	85	9
67.3875	85	9
67.3881	85	9
67.3887	84	9
67.3889	85	9
67.3889	85	9
67.389	88	9
67.3899	93	11
67.3907	101	11
67.3917	107	11
67.3926	112	11
67.3936	118	11
67.3944	126	11
67.3954	132	11
67.3963	140	11
67.3973	148	11
67.3981	153	11
67.399	160	11
67.4001	169	11
67.4011	175	12
67.4022	182	12
67.4031	189	13
67.4041	197	13
67.4051	203	13
67.4061	211	13
67.4071	218	13
67.4082	226	13
67.4092	232	13
67.4102	240	13
67.4112	247	13
67.4121	255	13
67.4132	262	13
67.4143	269	13
67.4153	276	14
67.4163	283	14
67.4173	288	15
67.4182	295	15
67.4191	301	16
67.4201	308	16
67.4213	315	16
67.4224	322	16
67.4234	326	18
67.4245	332	19
67.4256	340	19
67.4267	350	19
67.4278	356	20
67.4289	363	20
67.4298	368	22
67.4308	375	22
67.4318	378	24
67.4327	385	24
67.4337	391	24
67.434	399	24
67.434	406	24
67.4345	405	25
67.4351	405	26
67.4357	404	27
67.4362	404	27
67.4368	406	27
67.4373	406	27
67.4378	406	27
67.4383	405	28
67.4388	405	28
67.4394	404	28
67.4399	404	28
67.4403	404	27
67.4409	406	27
67.4414	407	27
67.4419	405	28
67.4425	403	29
67.443	402	29
67.4435	401	29
67.444	402	29
67.4446	402	29
67.445	401	29
67.4456	401	29
67.4461	401	29
67.4466	401	29
67.4471	401	29
67.4477	402	30
67.4482	402	30
67.4487	402	30
67.4492	402	29
67.4498	403	29
67.4503	402	30
67.4508	402	30
67.4513	401	31
67.4519	400	31
67.4524	401	31
67.4529	401	31
67.4534	401	31
67.4539	400	31
67.4545	400	31
67.455	398	31
67.4556	401	31
67.4561	401	31
67.4566	401	31
67.4572	401	33
67.4577	401	33
67.4582	401	33
67.4588	403	33
67.4593	403	33
67.4599	403	33
67.4604	403	33
67.461	402	33
67.4615	406	33
67.4621	406	33
67.4626	406	33
67.4631	408	34
67.4636	406	34
67.4642	405	34
67.4647	404	33
67.4652	404	33
67.4658	404	33
67.4664	403	34
67.4669	403	35
67.4674	404	36
67.468	404	36
67.4685	402	36
67.4691	401	36
67.4696	402	36
67.4702	402	36
67.4707	401	38
67.4713	399	38
67.4719	399	38
67.4724	398	39
67.4729	398	40
67.4734	398	40
67.4739	398	40
67.4745	399	40
67.475	400	40
67.4756	400	41
67.4761	399	41
67.4767	395	42
67.4772	395	42
67.4777	394	43
67.4782	394	43
67.4787	394	43
67.4793	393	43
67.4798	392	44
67.4803	392	44
67.4809	392	44
67.4814	392	45
67.4819	390	45
67.4824	390	45
67.483	389	45
67.4835	389	45
67.4841	390	46
67.4846	390	46
67.4852	388	46
67.4858	388	46
67.4864	389	46
67.4869	387	46
67.4875	388	46
67.488	388	46
67.4886	388	45
67.4891	388	45
67.4896	388	45
67.4901	388	45
67.4907	386	45
67.4913	386	45
67.4918	385	45
67.4924	385	46
67.493	386	46
67.4935	386	46
67.4941	388	46
67.4946	389	46
67.4951	389	46
67.4957	387	47
67.4962	386	47
67.4968	386	47
67.4973	386	47
67.4978	384	47
67.4984	383	47
67.4989	381	48
67.4994	380	48
67.5	381	48
67.5005	382	48
67.5011	380	50
